12308986881,Golf,2024-09-02
12290734499,Ride,2024-08-31
12232028026,Ride,2024-08-24
12171707945,Ride,2024-08-17
12010086484,Ride,2024-07-29
11993869879,Ride,2024-07-27
11985880297,Ride,2024-07-26
11915278056,Walk,2024-07-17
11010873067,Ride,2024-03-21
10259711287,Ride,2023-11-21
10235780830,Ride,2023-11-17
10196128003,Ride,2023-11-10
10159811854,Ride,2023-11-04
10155673686,Ride,2023-11-03
10154744758,Ride,2023-11-03
10154490493,Ride,2023-11-03
10097659697,Walk,2023-10-24
10014965399,Workout,2023-10-10
9708578354,Ride,2023-08-23
9701456316,Ride,2023-08-22
9662431032,Ride,2023-08-16
9648543494,Ride,2023-08-14
9626867774,Workout,2023-08-11
9616291435,Workout,2023-08-09
9578188236,Ride,2023-08-03
9571892654,Workout,2023-08-02
9525664700,Ride,2023-07-26
9279689147,Ride,2023-06-16
9254363224,Ride,2023-06-12
9125863724,Ride,2023-05-23
9078002405,Workout,2023-05-15
9051489306,Ride,2023-05-11
8971743497,Ride,2023-04-28
8960134558,Ride,2023-04-26
8948151412,Ride,2023-04-24
7880556389,Ride,2022-09-28
7538126463,Ride,2022-07-27
7462781790,Hike,2022-07-13
7411608889,Walk,2022-07-03
7399335928,Walk,2022-07-01
7052443311,Hike,2022-04-27
6920243599,Ride,2022-04-02
6905934275,Workout,2022-03-30
6898940693,Walk,2022-03-28
6885114148,Ride,2022-03-26
6874713434,Ride,2022-03-24
6847713805,Ride,2022-03-19
6812687216,Ride,2022-03-12
6807326664,Ride,2022-03-11
6807330484,Workout,2022-03-10
6807339785,Workout,2022-03-07
6779528074,Hike,2022-03-05
6779459373,Hike,2022-03-05
6779052865,Hike,2022-03-05
6779052636,Hike,2022-03-05
6756125083,Ride,2022-03-01
6751689815,Workout,2022-02-28
6749265893,Walk,2022-02-27
6742546312,Ride,2022-02-26
6720953305,Ride,2022-02-22
6716058248,Workout,2022-02-21
6714400138,Walk,2022-02-20
6706034110,Ride,2022-02-19
6701502216,Workout,2022-02-18
6696546837,Ride,2022-02-17
6691709565,Ride,2022-02-16
6686497166,Ride,2022-02-15
6666120910,Workout,2022-02-11
6661043184,Ride,2022-02-10
6653896567,Ride,2022-02-08
6650097092,Ride,2022-02-08
6647338864,Workout,2022-02-07
6643140901,Walk,2022-02-06
6636448116,Hike,2022-02-05
6634771576,Ride,2022-02-05
6629735906,Ride,2022-02-04
6619959466,Ride,2022-02-02
6614508047,Ride,2022-02-01
6614506680,Workout,2022-01-31
6584655990,Workout,2022-01-26
6342287717,Ride,2021-12-04
6336625867,Ride,2021-12-02
6227252408,Walk,2021-11-07
6219359853,Ride,2021-11-06
6205713313,Ride,2021-11-03
6199626464,Ride,2021-11-01
6168825467,Ride,2021-10-26
6145183241,Ride,2021-10-21
